Year,UNIT_MEASURE,Regions,Area,Sex,Value,M49_country_code
2013,per 100000 population,Karagandy,,,19.32,KAZ
2013,per 100000 population,Kostanay,,,13.4,KAZ
2013,per 100000 population,Kyzylorda,,,17.46,KAZ
2013,per 100000 population,Mangistau,,,20.6,KAZ
2013,per 100000 population,Ontustik Kazakhstan,,,23.02,KAZ
2013,per 100000 population,Pavlodar,,,12.92,KAZ
2013,per 100000 population,Soltustik Kazakhstan,,,11.42,KAZ
2013,per 100000 population,Shygys Kazakhstan,,,15.85,KAZ
2013,per 100000 population,Nur-Sultan city,,,13.19,KAZ
2013,per 100000 population,Almaty city,,,10.8,KAZ
2013,per 100000 population,,urban,,16.54,KAZ
2013,per 100000 population,Akmola,urban,,16.51,KAZ
2013,per 100000 population,Aktobe,urban,,17.38,KAZ
2013,per 100000 population,Almaty,urban,,32.98,KAZ
2013,per 100000 population,Atyrau,urban,,18.0,KAZ
2013,per 100000 population,Batys Kazakhstan,urban,,19.01,KAZ
2013,per 100000 population,Zhambyl,urban,,21.52,KAZ
2013,per 100000 population,Karagandy,urban,,17.8,KAZ
2013,per 100000 population,Kostanay,urban,,16.12,KAZ
2013,per 100000 population,Kyzylorda,urban,,15.96,KAZ
2013,per 100000 population,Mangistau,urban,,17.9,KAZ
2013,per 100000 population,Ontustik Kazakhstan,urban,,21.06,KAZ
2013,per 100000 population,Pavlodar,urban,,12.08,KAZ
2013,per 100000 population,Soltustik Kazakhstan,urban,,11.65,KAZ
2013,per 100000 population,Shygys Kazakhstan,urban,,13.31,KAZ
2013,per 100000 population,Nur-Sultan city,urban,,13.19,KAZ
2013,per 100000 population,Almaty city,urban,,10.8,KAZ
2013,per 100000 population,,rural,,22.17,KAZ
2013,per 100000 population,Akmola,rural,,15.94,KAZ
2013,per 100000 population,Aktobe,rural,,22.1,KAZ
2013,per 100000 population,Almaty,rural,,27.2,KAZ
2013,per 100000 population,Atyrau,rural,,22.39,KAZ
2013,per 100000 population,Batys Kazakhstan,rural,,17.73,KAZ
2013,per 100000 population,Zhambyl,rural,,29.93,KAZ
2013,per 100000 population,Karagandy,rural,,24.89,KAZ
2013,per 100000 population,Kostanay,rural,,10.52,KAZ
2013,per 100000 population,Kyzylorda,rural,,18.58,KAZ
2013,per 100000 population,Mangistau,rural,,23.33,KAZ
2013,per 100000 population,Ontustik Kazakhstan,rural,,24.29,KAZ
2013,per 100000 population,Pavlodar,rural,,14.82,KAZ
2013,per 100000 population,Soltustik Kazakhstan,rural,,11.26,KAZ
2013,per 100000 population,Shygys Kazakhstan,rural,,19.48,KAZ
2013,per 100000 population,,,Male,28.79,KAZ
2013,per 100000 population,Akmola,,Male,24.53,KAZ
2013,per 100000 population,Aktobe,,Male,28.95,KAZ
2013,per 100000 population,Almaty,,Male,42.99,KAZ
2013,per 100000 population,Atyrau,,Male,31.59,KAZ
2013,per 100000 population,Batys Kazakhstan,,Male,26.35,KAZ
2013,per 100000 population,Zhambyl,,Male,37.55,KAZ
2013,per 100000 population,Karagandy,,Male,29.27,KAZ
2013,per 100000 population,Kostanay,,Male,23.57,KAZ
2013,per 100000 population,Kyzylorda,,Male,24.57,KAZ
2013,per 100000 population,Mangistau,,Male,26.5,KAZ
2013,per 100000 population,Ontustik Kazakhstan,,Male,35.39,KAZ
2013,per 100000 population,Pavlodar,,Male,18.09,KAZ
2013,per 100000 population,Soltustik Kazakhstan,,Male,17.44,KAZ
2013,per 100000 population,Shygys Kazakhstan,,Male,24.13,KAZ
2013,per 100000 population,Nur-Sultan city,,Male,17.95,KAZ
2013,per 100000 population,Almaty city,,Male,17.66,KAZ
2013,per 100000 population,,urban,Male,25.02,KAZ
2013,per 100000 population,Akmola,urban,Male,24.74,KAZ
2013,per 100000 population,Aktobe,urban,Male,24.85,KAZ
2013,per 100000 population,Almaty,urban,Male,49.44,KAZ
2013,per 100000 population,Atyrau,urban,Male,32.21,KAZ
2013,per 100000 population,Batys Kazakhstan,urban,Male,29.06,KAZ
2013,per 100000 population,Zhambyl,urban,Male,31.84,KAZ
2013,per 100000 population,Karagandy,urban,Male,26.3,KAZ
2013,per 100000 population,Kostanay,urban,Male,28.5,KAZ
2013,per 100000 population,Kyzylorda,urban,Male,20.93,KAZ
2013,per 100000 population,Mangistau,urban,Male,24.03,KAZ
2013,per 100000 population,Ontustik Kazakhstan,urban,Male,32.48,KAZ
2013,per 100000 population,Pavlodar,urban,Male,15.42,KAZ
2013,per 100000 population,Soltustik Kazakhstan,urban,Male,19.32,KAZ
2013,per 100000 population,Shygys Kazakhstan,urban,Male,20.17,KAZ
2013,per 100000 population,Nur-Sultan city,urban,Male,17.95,KAZ
2013,per 100000 population,Almaty city,urban,Male,17.66,KAZ
2013,per 100000 population,,rural,Male,33.09,KAZ
2013,per 100000 population,Akmola,rural,Male,24.36,KAZ
2013,per 100000 population,Aktobe,rural,Male,35.18,KAZ
2013,per 100000 population,Almaty,rural,Male,41.13,KAZ
2013,per 100000 population,Atyrau,rural,Male,31.05,KAZ
2013,per 100000 population,Batys Kazakhstan,rural,Male,23.95,KAZ
2013,per 100000 population,Zhambyl,rural,Male,41.15,KAZ
2013,per 100000 population,Karagandy,rural,Male,39.33,KAZ
2013,per 100000 population,Kostanay,rural,Male,18.68,KAZ
2013,per 100000 population,Kyzylorda,rural,Male,27.19,KAZ
2013,per 100000 population,Mangistau,rural,Male,28.91,KAZ
2013,per 100000 population,Ontustik Kazakhstan,rural,Male,37.18,KAZ
2013,per 100000 population,Pavlodar,rural,Male,23.74,KAZ
2013,per 100000 population,Soltustik Kazakhstan,rural,Male,16.21,KAZ
2013,per 100000 population,Shygys Kazakhstan,rural,Male,29.35,KAZ
2013,per 100000 population,,,Female,10.02,KAZ
2013,per 100000 population,Akmola,,Female,8.43,KAZ
2013,per 100000 population,Aktobe,,Female,10.11,KAZ
2013,per 100000 population,Almaty,,Female,14.59,KAZ
2013,per 100000 population,Atyrau,,Female,9.44,KAZ
2013,per 100000 population,Batys Kazakhstan,,Female,10.9,KAZ
2013,per 100000 population,Zhambyl,,Female,16.01,KAZ
2013,per 100000 population,Karagandy,,Female,10.41,KAZ
2013,per 100000 population,Kostanay,,Female,4.3,KAZ
2013,per 100000 population,Kyzylorda,,Female,10.35,KAZ
2013,per 100000 population,Mangistau,,Female,14.78,KAZ
2013,per 100000 population,Ontustik Kazakhstan,,Female,10.85,KAZ
2013,per 100000 population,Pavlodar,,Female,8.31,KAZ
2013,per 100000 population,Soltustik Kazakhstan,,Female,5.95,KAZ
2013,per 100000 population,Shygys Kazakhstan,,Female,8.34,KAZ
2013,per 100000 population,Nur-Sultan city,,Female,8.74,KAZ
2013,per 100000 population,Almaty city,,Female,5.05,KAZ
2013,per 100000 population,,urban,Female,9.05,KAZ
2013,per 100000 population,Akmola,urban,Female,9.26,KAZ
2013,per 100000 population,Aktobe,urban,Female,10.71,KAZ
2013,per 100000 population,Almaty,urban,Female,18.03,KAZ
2013,per 100000 population,Atyrau,urban,Female,5.02,KAZ
2013,per 100000 population,Batys Kazakhstan,urban,Female,10.37,KAZ
2013,per 100000 population,Zhambyl,urban,Female,12.28,KAZ
2013,per 100000 population,Karagandy,urban,Female,10.44,KAZ
2013,per 100000 population,Kostanay,urban,Female,5.69,KAZ
2013,per 100000 population,Kyzylorda,urban,Female,11.22,KAZ
2013,per 100000 population,Mangistau,urban,Female,12.08,KAZ
2013,per 100000 population,Ontustik Kazakhstan,urban,Female,10.4,KAZ
2013,per 100000 population,Pavlodar,urban,Female,9.23,KAZ
2013,per 100000 population,Soltustik Kazakhstan,urban,Female,5.32,KAZ
2013,per 100000 population,Shygys Kazakhstan,urban,Female,7.46,KAZ
2013,per 100000 population,Nur-Sultan city,urban,Female,8.74,KAZ
2013,per 100000 population,Almaty city,urban,Female,5.05,KAZ
2013,per 100000 population,,rural,Female,11.27,KAZ
2013,per 100000 population,Akmola,rural,Female,7.66,KAZ
2013,per 100000 population,Aktobe,rural,Female,9.08,KAZ
2013,per 100000 population,Almaty,rural,Female,13.52,KAZ
2013,per 100000 population,Atyrau,rural,Female,13.64,KAZ
2013,per 100000 population,Batys Kazakhstan,rural,Female,11.46,KAZ
2013,per 100000 population,Zhambyl,rural,Female,18.65,KAZ
2013,per 100000 population,Karagandy,rural,Female,10.29,KAZ
2013,per 100000 population,Kostanay,rural,Female,2.74,KAZ
2013,per 100000 population,Kyzylorda,rural,Female,9.68,KAZ
2013,per 100000 population,Mangistau,rural,Female,17.62,KAZ
2013,per 100000 population,Ontustik Kazakhstan,rural,Female,11.15,KAZ
2013,per 100000 population,Pavlodar,rural,Female,6.05,KAZ
2013,per 100000 population,Soltustik Kazakhstan,rural,Female,6.43,KAZ
2013,per 100000 population,Shygys Kazakhstan,rural,Female,9.69,KAZ
2014,per 100000 population,,,,16.28,KAZ
2014,per 100000 population,Akmola,,,13.59,KAZ
2014,per 100000 population,Aktobe,,,15.2,KAZ
2014,per 100000 population,Almaty,,,23.51,KAZ
2014,per 100000 population,Atyrau,,,14.79,KAZ
2014,per 100000 population,Batys Kazakhstan,,,13.24,KAZ
2014,per 100000 population,Zhambyl,,,18.05,KAZ
2014,per 100000 population,Karagandy,,,14.7,KAZ
2014,per 100000 population,Kostanay,,,16.34,KAZ
2014,per 100000 population,Kyzylorda,,,14.47,KAZ
2014,per 100000 population,Mangistau,,,17.25,KAZ
2014,per 100000 population,Ontustik Kazakhstan,,,20.65,KAZ
2014,per 100000 population,Pavlodar,,,14.58,KAZ
2014,per 100000 population,Soltustik Kazakhstan,,,14.11,KAZ
2014,per 100000 population,Shygys Kazakhstan,,,13.12,KAZ
2014,per 100000 population,Nur-Sultan city,,,8.88,KAZ
2014,per 100000 population,Almaty city,,,11.94,KAZ
2014,per 100000 population,,urban,,14.47,KAZ
2014,per 100000 population,Akmola,urban,,13.55,KAZ
2014,per 100000 population,Aktobe,urban,,16.25,KAZ
2014,per 100000 population,Almaty,urban,,26.13,KAZ
2014,per 100000 population,Atyrau,urban,,11.86,KAZ
2014,per 100000 population,Batys Kazakhstan,urban,,13.88,KAZ
2014,per 100000 population,Zhambyl,urban,,17.97,KAZ
2014,per 100000 population,Karagandy,urban,,14.68,KAZ
2014,per 100000 population,Kostanay,urban,,11.15,KAZ
2014,per 100000 population,Kyzylorda,urban,,14.65,KAZ
2014,per 100000 population,Mangistau,urban,,14.61,KAZ
2014,per 100000 population,Ontustik Kazakhstan,urban,,22.01,KAZ
2014,per 100000 population,Pavlodar,urban,,11.56,KAZ
2014,per 100000 population,Soltustik Kazakhstan,urban,,7.84,KAZ
2014,per 100000 population,Shygys Kazakhstan,urban,,11.15,KAZ
2014,per 100000 population,Nur-Sultan city,urban,,8.88,KAZ
2014,per 100000 population,Almaty city,urban,,11.94,KAZ
2014,per 100000 population,,rural,,18.55,KAZ
2014,per 100000 population,Akmola,rural,,13.62,KAZ
2014,per 100000 population,Aktobe,rural,,13.5,KAZ
2014,per 100000 population,Almaty,rural,,22.66,KAZ
2014,per 100000 population,Atyrau,rural,,17.39,KAZ
2014,per 100000 population,Batys Kazakhstan,rural,,12.61,KAZ
2014,per 100000 population,Zhambyl,rural,,18.1,KAZ
2014,per 100000 population,Karagandy,rural,,14.77,KAZ
2014,per 100000 population,Kostanay,rural,,21.95,KAZ
2014,per 100000 population,Kyzylorda,rural,,14.34,KAZ
2014,per 100000 population,Mangistau,rural,,19.59,KAZ
2014,per 100000 population,Ontustik Kazakhstan,rural,,19.66,KAZ
2014,per 100000 population,Pavlodar,rural,,21.6,KAZ
2014,per 100000 population,Soltustik Kazakhstan,rural,,18.7,KAZ
2014,per 100000 population,Shygys Kazakhstan,rural,,15.97,KAZ
2014,per 100000 population,,,Male,25.28,KAZ
2014,per 100000 population,Akmola,,Male,21.1,KAZ
2014,per 100000 population,Aktobe,,Male,20.82,KAZ
2014,per 100000 population,Almaty,,Male,34.58,KAZ
2014,per 100000 population,Atyrau,,Male,20.57,KAZ
2014,per 100000 population,Batys Kazakhstan,,Male,21.79,KAZ
2014,per 100000 population,Zhambyl,,Male,27.85,KAZ
2014,per 100000 population,Karagandy,,Male,23.71,KAZ
2014,per 100000 population,Kostanay,,Male,27.14,KAZ
2014,per 100000 population,Kyzylorda,,Male,18.24,KAZ
2014,per 100000 population,Mangistau,,Male,27.3,KAZ
2014,per 100000 population,Ontustik Kazakhstan,,Male,32.69,KAZ
2014,per 100000 population,Pavlodar,,Male,23.9,KAZ
2014,per 100000 population,Soltustik Kazakhstan,,Male,23.41,KAZ
2014,per 100000 population,Shygys Kazakhstan,,Male,20.49,KAZ
2014,per 100000 population,Nur-Sultan city,,Male,14.66,KAZ
2014,per 100000 population,Almaty city,,Male,19.38,KAZ
2014,per 100000 population,,urban,Male,22.42,KAZ
2014,per 100000 population,Akmola,urban,Male,18.47,KAZ
2014,per 100000 population,Aktobe,urban,Male,22.63,KAZ
2014,per 100000 population,Almaty,urban,Male,37.12,KAZ
2014,per 100000 population,Atyrau,urban,Male,18.63,KAZ
2014,per 100000 population,Batys Kazakhstan,urban,Male,24.4,KAZ
2014,per 100000 population,Zhambyl,urban,Male,26.46,KAZ
2014,per 100000 population,Karagandy,urban,Male,23.86,KAZ
2014,per 100000 population,Kostanay,urban,Male,18.64,KAZ
2014,per 100000 population,Kyzylorda,urban,Male,15.95,KAZ
2014,per 100000 population,Mangistau,urban,Male,20.93,KAZ
2014,per 100000 population,Ontustik Kazakhstan,urban,Male,35.1,KAZ
2014,per 100000 population,Pavlodar,urban,Male,18.53,KAZ
2014,per 100000 population,Soltustik Kazakhstan,urban,Male,15.51,KAZ
2014,per 100000 population,Shygys Kazakhstan,urban,Male,16.32,KAZ
2014,per 100000 population,Nur-Sultan city,urban,Male,14.66,KAZ
2014,per 100000 population,Almaty city,urban,Male,19.38,KAZ
2014,per 100000 population,,rural,Male,28.67,KAZ
2014,per 100000 population,Akmola,rural,Male,23.31,KAZ
2014,per 100000 population,Aktobe,rural,Male,18.04,KAZ
2014,per 100000 population,Almaty,rural,Male,33.78,KAZ
2014,per 100000 population,Atyrau,rural,Male,22.19,KAZ
2014,per 100000 population,Batys Kazakhstan,rural,Male,19.44,KAZ
2014,per 100000 population,Zhambyl,rural,Male,28.73,KAZ
2014,per 100000 population,Karagandy,rural,Male,23.2,KAZ
2014,per 100000 population,Kostanay,rural,Male,35.74,KAZ
2014,per 100000 population,Kyzylorda,rural,Male,19.9,KAZ
2014,per 100000 population,Mangistau,rural,Male,32.88,KAZ
2014,per 100000 population,Ontustik Kazakhstan,rural,Male,31.02,KAZ
2014,per 100000 population,Pavlodar,rural,Male,35.46,KAZ
2014,per 100000 population,Soltustik Kazakhstan,rural,Male,28.69,KAZ
2014,per 100000 population,Shygys Kazakhstan,rural,Male,26.07,KAZ
2014,per 100000 population,,,Female,7.86,KAZ
2014,per 100000 population,Akmola,,Female,6.57,KAZ
2014,per 100000 population,Aktobe,,Female,9.95,KAZ
2014,per 100000 population,Almaty,,Female,12.83,KAZ
2014,per 100000 population,Atyrau,,Female,9.23,KAZ
2014,per 100000 population,Batys Kazakhstan,,Female,5.24,KAZ
2014,per 100000 population,Zhambyl,,Female,8.63,KAZ
2014,per 100000 population,Karagandy,,Female,6.63,KAZ
2014,per 100000 population,Kostanay,,Female,6.67,KAZ
2014,per 100000 population,Kyzylorda,,Female,10.71,KAZ
2014,per 100000 population,Mangistau,,Female,7.32,KAZ
2014,per 100000 population,Ontustik Kazakhstan,,Female,8.78,KAZ
2014,per 100000 population,Pavlodar,,Female,6.27,KAZ
2014,per 100000 population,Soltustik Kazakhstan,,Female,5.66,KAZ
2014,per 100000 population,Shygys Kazakhstan,,Female,6.43,KAZ
2014,per 100000 population,Nur-Sultan city,,Female,3.48,KAZ
2014,per 100000 population,Almaty city,,Female,5.69,KAZ
2014,per 100000 population,,urban,Female,7.43,KAZ
2014,per 100000 population,Akmola,urban,Female,9.22,KAZ
2014,per 100000 population,Aktobe,urban,Female,10.52,KAZ
2014,per 100000 population,Almaty,urban,Female,16.12,KAZ
2014,per 100000 population,Atyrau,urban,Female,5.68,KAZ
2014,per 100000 population,Batys Kazakhstan,urban,Female,4.81,KAZ
2014,per 100000 population,Zhambyl,urban,Female,10.36,KAZ
2014,per 100000 population,Karagandy,urban,Female,6.73,KAZ
2014,per 100000 population,Kostanay,urban,Female,4.83,KAZ
2014,per 100000 population,Kyzylorda,urban,Female,13.41,KAZ
2014,per 100000 population,Mangistau,urban,Female,8.45,KAZ
2014,per 100000 population,Ontustik Kazakhstan,urban,Female,9.71,KAZ
2014,per 100000 population,Pavlodar,urban,Female,5.62,KAZ
2014,per 100000 population,Soltustik Kazakhstan,urban,Female,1.51,KAZ
2014,per 100000 population,Shygys Kazakhstan,urban,Female,6.74,KAZ
2014,per 100000 population,Nur-Sultan city,urban,Female,3.48,KAZ
2014,per 100000 population,Almaty city,urban,Female,5.69,KAZ
2014,per 100000 population,,rural,Female,8.44,KAZ
2014,per 100000 population,Akmola,rural,Female,4.08,KAZ
2014,per 100000 population,Aktobe,rural,Female,8.98,KAZ
2014,per 100000 population,Almaty,rural,Female,11.71,KAZ
2014,per 100000 population,Atyrau,rural,Female,12.53,KAZ
2014,per 100000 population,Batys Kazakhstan,rural,Female,5.7,KAZ
2014,per 100000 population,Zhambyl,rural,Female,7.39,KAZ
2014,per 100000 population,Karagandy,rural,Female,6.23,KAZ
2014,per 100000 population,Kostanay,rural,Female,8.77,KAZ
2014,per 100000 population,Kyzylorda,rural,Female,8.6,KAZ
2014,per 100000 population,Mangistau,rural,Female,6.31,KAZ
2014,per 100000 population,Ontustik Kazakhstan,rural,Female,8.07,KAZ
2014,per 100000 population,Pavlodar,rural,Female,7.89,KAZ
2014,per 100000 population,Soltustik Kazakhstan,rural,Female,8.94,KAZ
2014,per 100000 population,Shygys Kazakhstan,rural,Female,5.94,KAZ
2015,per 100000 population,,,,15.16,KAZ
2015,per 100000 population,Akmola,,,10.803657037907332,KAZ
2015,per 100000 population,Aktobe,,,15.2,KAZ
2015,per 100000 population,Almaty,,,24.29,KAZ
2015,per 100000 population,Atyrau,,,12.08,KAZ
2015,per 100000 population,Batys Kazakhstan,,,15.153476302172944,KAZ
2015,per 100000 population,Zhambyl,,,21.91,KAZ
2015,per 100000 population,Karagandy,,,13.83,KAZ
2015,per 100000 population,Kostanay,,,14.5,KAZ
2015,per 100000 population,Kyzylorda,,,13.0429627287459,KAZ
2015,per 100000 population,Mangistau,,,14.1,KAZ
2015,per 100000 population,Ontustik Kazakhstan,,,17.552661537783703,KAZ
2015,per 100000 population,Pavlodar,,,12.55,KAZ
2015,per 100000 population,Soltustik Kazakhstan,,,10.337963806613494,KAZ
2015,per 100000 population,Shygys Kazakhstan,,,14.47,KAZ
2015,per 100000 population,Nur-Sultan city,,,8.35,KAZ
2015,per 100000 population,Almaty city,,,8.79,KAZ
2015,per 100000 population,,urban,,13.0,KAZ
2015,per 100000 population,Akmola,urban,,10.31,KAZ
2015,per 100000 population,Aktobe,urban,,14.54,KAZ
2015,per 100000 population,Almaty,urban,,28.61,KAZ
2015,per 100000 population,Atyrau,urban,,8.25,KAZ
2015,per 100000 population,Batys Kazakhstan,urban,,15.56,KAZ
2015,per 100000 population,Zhambyl,urban,,19.28,KAZ
2015,per 100000 population,Karagandy,urban,,13.36,KAZ
2015,per 100000 population,Kostanay,urban,,11.64,KAZ
2015,per 100000 population,Kyzylorda,urban,,13.66,KAZ
2015,per 100000 population,Mangistau,urban,,15.56,KAZ
2015,per 100000 population,Ontustik Kazakhstan,urban,,16.55,KAZ
2015,per 100000 population,Pavlodar,urban,,10.9,KAZ
2015,per 100000 population,Soltustik Kazakhstan,urban,,10.16,KAZ
2015,per 100000 population,Shygys Kazakhstan,urban,,10.94,KAZ
2015,per 100000 population,Nur-Sultan city,urban,,8.35,KAZ
2015,per 100000 population,Almaty city,urban,,8.79,KAZ
2015,per 100000 population,,rural,,17.97,KAZ
2015,per 100000 population,Akmola,rural,,11.25,KAZ
2015,per 100000 population,Aktobe,rural,,16.31,KAZ
2015,per 100000 population,Almaty,rural,,22.91,KAZ
2015,per 100000 population,Atyrau,rural,,15.53,KAZ
2015,per 100000 population,Batys Kazakhstan,rural,,14.75,KAZ
2015,per 100000 population,Zhambyl,rural,,23.69,KAZ
2015,per 100000 population,Karagandy,rural,,15.57,KAZ
2015,per 100000 population,Kostanay,rural,,17.67,KAZ
2015,per 100000 population,Kyzylorda,rural,,12.57,KAZ
2015,per 100000 population,Mangistau,rural,,12.97,KAZ
2015,per 100000 population,Ontustik Kazakhstan,rural,,18.36,KAZ
2015,per 100000 population,Pavlodar,rural,,16.45,KAZ
2015,per 100000 population,Soltustik Kazakhstan,rural,,10.47,KAZ
2015,per 100000 population,Shygys Kazakhstan,rural,,19.68,KAZ
2015,per 100000 population,,,Male,23.38,KAZ
2015,per 100000 population,Akmola,,Male,14.54,KAZ
2015,per 100000 population,Aktobe,,Male,23.73,KAZ
2015,per 100000 population,Almaty,,Male,37.07,KAZ
2015,per 100000 population,Atyrau,,Male,17.66,KAZ
2015,per 100000 population,Batys Kazakhstan,,Male,21.89,KAZ
2015,per 100000 population,Zhambyl,,Male,33.95,KAZ
2015,per 100000 population,Karagandy,,Male,22.8,KAZ
2015,per 100000 population,Kostanay,,Male,23.01,KAZ
2015,per 100000 population,Kyzylorda,,Male,20.04,KAZ
2015,per 100000 population,Mangistau,,Male,20.53,KAZ
2015,per 100000 population,Ontustik Kazakhstan,,Male,27.32,KAZ
2015,per 100000 population,Pavlodar,,Male,18.2,KAZ
2015,per 100000 population,Soltustik Kazakhstan,,Male,17.27,KAZ
2015,per 100000 population,Shygys Kazakhstan,,Male,21.67,KAZ
2015,per 100000 population,Nur-Sultan city,,Male,12.5,KAZ
2015,per 100000 population,Almaty city,,Male,13.86,KAZ
2015,per 100000 population,,urban,Male,19.77,KAZ
2015,per 100000 population,Akmola,urban,Male,12.22,KAZ
2015,per 100000 population,Aktobe,urban,Male,23.33,KAZ
2015,per 100000 population,Almaty,urban,Male,40.74,KAZ
2015,per 100000 population,Atyrau,urban,Male,12.0,KAZ
2015,per 100000 population,Batys Kazakhstan,urban,Male,19.89,KAZ
2015,per 100000 population,Zhambyl,urban,Male,29.35,KAZ
2015,per 100000 population,Karagandy,urban,Male,22.45,KAZ
2015,per 100000 population,Kostanay,urban,Male,17.89,KAZ
2015,per 100000 population,Kyzylorda,urban,Male,20.49,KAZ
2015,per 100000 population,Mangistau,urban,Male,20.7,KAZ
2015,per 100000 population,Ontustik Kazakhstan,urban,Male,25.25,KAZ
2015,per 100000 population,Pavlodar,urban,Male,15.91,KAZ
2015,per 100000 population,Soltustik Kazakhstan,urban,Male,17.04,KAZ
2015,per 100000 population,Shygys Kazakhstan,urban,Male,16.96,KAZ
2015,per 100000 population,Nur-Sultan city,urban,Male,12.5,KAZ
2015,per 100000 population,Almaty city,urban,Male,13.86,KAZ
2015,per 100000 population,,rural,Male,27.81,KAZ
2015,per 100000 population,Akmola,rural,Male,16.49,KAZ
2015,per 100000 population,Aktobe,rural,Male,24.34,KAZ
2015,per 100000 population,Almaty,rural,Male,35.95,KAZ
2015,per 100000 population,Atyrau,rural,Male,22.51,KAZ
2015,per 100000 population,Batys Kazakhstan,rural,Male,23.7,KAZ
2015,per 100000 population,Zhambyl,rural,Male,36.88,KAZ
2015,per 100000 population,Karagandy,rural,Male,24.02,KAZ
2015,per 100000 population,Kostanay,rural,Male,28.31,KAZ
2015,per 100000 population,Kyzylorda,rural,Male,19.7,KAZ
2015,per 100000 population,Mangistau,rural,Male,20.4,KAZ
2015,per 100000 population,Ontustik Kazakhstan,rural,Male,28.93,KAZ
2015,per 100000 population,Pavlodar,rural,Male,23.2,KAZ
2015,per 100000 population,Soltustik Kazakhstan,rural,Male,17.44,KAZ
2015,per 100000 population,Shygys Kazakhstan,rural,Male,28.09,KAZ
2015,per 100000 population,,,Female,7.47,KAZ
2015,per 100000 population,Akmola,,Female,7.32,KAZ
2015,per 100000 population,Aktobe,,Female,7.24,KAZ
2015,per 100000 population,Almaty,,Female,11.91,KAZ
2015,per 100000 population,Atyrau,,Female,6.69,KAZ
2015,per 100000 population,Batys Kazakhstan,,Female,8.86,KAZ
2015,per 100000 population,Zhambyl,,Female,10.31,KAZ
2015,per 100000 population,Karagandy,,Female,5.77,KAZ
2015,per 100000 population,Kostanay,,Female,6.88,KAZ
2015,per 100000 population,Kyzylorda,,Female,6.06,KAZ
2015,per 100000 population,Mangistau,,Female,7.74,KAZ
2015,per 100000 population,Ontustik Kazakhstan,,Female,7.91,KAZ
2015,per 100000 population,Pavlodar,,Female,7.5,KAZ
2015,per 100000 population,Soltustik Kazakhstan,,Female,4.02,KAZ
2015,per 100000 population,Shygys Kazakhstan,,Female,7.93,KAZ
2015,per 100000 population,Nur-Sultan city,,Female,4.48,KAZ
2015,per 100000 population,Almaty city,,Female,4.52,KAZ
2015,per 100000 population,,urban,Female,6.99,KAZ
2015,per 100000 population,Akmola,urban,Female,8.62,KAZ
2015,per 100000 population,Aktobe,urban,Female,6.63,KAZ
2015,per 100000 population,Almaty,urban,Female,17.55,KAZ
2015,per 100000 population,Atyrau,urban,Female,4.81,KAZ
2015,per 100000 population,Batys Kazakhstan,urban,Female,11.83,KAZ
2015,per 100000 population,Zhambyl,urban,Female,10.22,KAZ
2015,per 100000 population,Karagandy,urban,Female,5.47,KAZ
2015,per 100000 population,Kostanay,urban,Female,6.36,KAZ
2015,per 100000 population,Kyzylorda,urban,Female,7.13,KAZ
2015,per 100000 population,Mangistau,urban,Female,10.4,KAZ
2015,per 100000 population,Ontustik Kazakhstan,urban,Female,8.33,KAZ
2015,per 100000 population,Pavlodar,urban,Female,6.62,KAZ
2015,per 100000 population,Soltustik Kazakhstan,urban,Female,4.46,KAZ
2015,per 100000 population,Shygys Kazakhstan,urban,Female,5.8,KAZ
2015,per 100000 population,Nur-Sultan city,urban,Female,4.48,KAZ
2015,per 100000 population,Almaty city,urban,Female,4.52,KAZ
2015,per 100000 population,,rural,Female,8.13,KAZ
2015,per 100000 population,Akmola,rural,Female,6.09,KAZ
2015,per 100000 population,Aktobe,rural,Female,8.3,KAZ
2015,per 100000 population,Almaty,rural,Female,10.03,KAZ
2015,per 100000 population,Atyrau,rural,Female,8.46,KAZ
2015,per 100000 population,Batys Kazakhstan,rural,Female,5.68,KAZ
2015,per 100000 population,Zhambyl,rural,Female,10.37,KAZ
2015,per 100000 population,Karagandy,rural,Female,6.98,KAZ
2015,per 100000 population,Kostanay,rural,Female,7.48,KAZ
2015,per 100000 population,Kyzylorda,rural,Female,5.2,KAZ
2015,per 100000 population,Mangistau,rural,Female,5.7,KAZ
2015,per 100000 population,Ontustik Kazakhstan,rural,Female,7.56,KAZ
2015,per 100000 population,Pavlodar,rural,Female,9.74,KAZ
2015,per 100000 population,Soltustik Kazakhstan,rural,Female,3.66,KAZ
2015,per 100000 population,Shygys Kazakhstan,rural,Female,11.32,KAZ
2016,per 100000 population,,,,15.27,KAZ
2016,per 100000 population,Akmola,,,12.98,KAZ
2016,per 100000 population,Aktobe,,,11.19,KAZ
2016,per 100000 population,Almaty,,,23.51,KAZ
2016,per 100000 population,Atyrau,,,11.98,KAZ
2016,per 100000 population,Batys Kazakhstan,,,14.24,KAZ
2016,per 100000 population,Zhambyl,,,22.46,KAZ
2016,per 100000 population,Karagandy,,,11.92,KAZ
2016,per 100000 population,Kostanay,,,9.3,KAZ
2016,per 100000 population,Kyzylorda,,,17.94,KAZ
2016,per 100000 population,Mangistau,,,16.23,KAZ
2016,per 100000 population,Ontustik Kazakhstan,,,19.93,KAZ
2016,per 100000 population,Pavlodar,,,12.67,KAZ
2016,per 100000 population,Soltustik Kazakhstan,,,9.36,KAZ
